productID,name,description,price,weight,weightUnit,image,imageUrl,can
00890000001141,"Materne GoGo Squeez Apple Cinnamon Fruit on the Go, 3.2 oz, 4 count","Materne GoGo Squeez Apple Cinnamon Fruit on the Go, 3.2 oz, 4 count",$3.49,12.7,oz,,https://images.cdn.shoprite.com/cell/00890000001141_1,Rejected
00072248213047,"Amore Sun-Dried Tomato Paste, 2.8 oz","Amore Sun-Dried Tomato Paste, 2.8 oz",$4.99,2.8,oz,,https://images.cdn.shoprite.com/cell/00072248213047_1,Rejected
00042272005512,"Amy's Vegetarian Organic Refried Black Beans, 15.4 oz","Amy's Vegetarian Organic Refried Black Beans, 15.4 oz",$4.69,15.4,oz,,https://images.cdn.shoprite.com/cell/00042272005512_1,Ok
00042272005505,"Amy's Vegetarian Organic Traditional Refried Beans, 15.4 oz","Amy's Vegetarian Organic Traditional Refried Beans, 15.4 oz",$4.69,15.4,oz,,https://images.cdn.shoprite.com/cell/00042272005505_1,Ok
00054100925022,"Armour Star Original Vienna Sausage, 4.6 oz","Armour Star Original Vienna Sausage, 4.6 oz",$1.19,4.6,oz,,https://assets.wakefern.com/is/image/wakefern/5410092502-001?$Mi9Product_cell$,Ok
00848860043139,"Materne GoGo Squeez Fruit on the Go Family Size! Variety Pack, 3.2 oz, 20 count","Materne GoGo Squeez Fruit on the Go Family Size! Variety Pack, 3.2 oz, 20 count",$12.99,64.0,oz,,https://images.cdn.shoprite.com/cell/00848860043139_1,Rejected
00017000009469,"Armour Star Potted Meat, 3 oz","Armour Star Potted Meat, 3 oz",$0.99,85.0,g,,https://images.cdn.shoprite.com/cell/00017000009469_1,Ok
00074333476245,"Arrowhead Mills Organic Green Lentils, 16 oz","Arrowhead Mills Organic Green Lentils, 16 oz",$4.99,16.0,oz,,https://images.cdn.shoprite.com/cell/00074333476245_1,Rejected
00074333476269,"Arrowhead Mills Organic Red Lentils, 16 oz","Arrowhead Mills Organic Red Lentils, 16 oz",$6.49,16.0,oz,,https://images.cdn.shoprite.com/cell/00074333476269_1,Rejected
00181683000805,"Atun Fabi-Saa Solid Light Tuna in Oil, 5 oz","Atun Fabi-Saa Solid Light Tuna in Oil, 5 oz",$2.79,5.0,oz,,https://images.cdn.shoprite.com/cell/00181683000805_1,Rejected
00044300055032,"Aunt Nellie's 3 Bean Salad, 15.5 oz","Aunt Nellie's 3 Bean Salad, 15.5 oz",$1.99,15.5,oz,,https://images.cdn.shoprite.com/cell/00044300055032_1,Rejected
00044300054684,"Aunt Nellie's Pickled Beets & Onions, 16 oz","Aunt Nellie's Pickled Beets & Onions, 16 oz",$1.99,16.0,oz,,https://images.cdn.shoprite.com/cell/00044300054684_1,Rejected
00044300054639,"Aunt Nellie's Sliced Pickled Beets, 16 oz","Aunt Nellie's Sliced Pickled Beets, 16 oz",$1.99,16.0,oz,,https://images.cdn.shoprite.com/cell/00044300054639_1,Rejected
00044300058521,"Aunt Nellie's Whole Holland-Style Onions, 14 oz","Aunt Nellie's Whole Holland-Style Onions, 14 oz",$2.69,14.0,oz,,https://assets.wakefern.com/is/image/wakefern/4430005852-001?$Mi9Product_cell$,Rejected
00031500002621,"B&G Bread & Butter Chips with Whole Spices Pickles, 16 fl oz","B&G Bread & Butter Chips with Whole Spices Pickles, 16 fl oz",$3.19,16.0,fl oz,,https://images.cdn.shoprite.com/cell/00031500002621_1,Rejected
00031500002645,"B&G Bread & Butter Chips with Whole Spices Pickles, 24 fl oz","B&G Bread & Butter Chips with Whole Spices Pickles, 24 fl oz",$4.69,24.0,fl oz,,https://images.cdn.shoprite.com/cell/00031500002645_1,Rejected
00031500003406,"B&G Chips Kosher Dill with Whole Spices, 32 fl oz","B&G Chips Kosher Dill with Whole Spices, 32 fl oz",$3.99,32.0,oz,,https://images.cdn.shoprite.com/cell/00031500003406_1,Rejected
00031500001280,"B&G Crunchy Kosher Dill Gherkins, 24 fl oz","B&G Crunchy Kosher Dill Gherkins, 24 fl oz",$4.69,24.0,fl oz,,https://images.cdn.shoprite.com/cell/00031500001280_1,Rejected
00031500001273,"B&G Deluxe Kosher Dill Spears with Whole Spices, 24 fl oz","B&G Deluxe Kosher Dill Spears with Whole Spices, 24 fl oz",$4.69,24.0,oz,,https://images.cdn.shoprite.com/cell/00031500001273_1,Rejected
00031500005035,"B&G Hamburger Relish, 10 fl oz","B&G Hamburger Relish, 10 fl oz",$2.69,10.0,fl oz,,https://images.cdn.shoprite.com/cell/00031500005035_1,Rejected
00031500003192,"B&G Kosher Dill Spears with Whole Spices, 32 fl oz","B&G Kosher Dill Spears with Whole Spices, 32 fl oz",$3.99,32.0,fl oz,,https://images.cdn.shoprite.com/cell/00031500003192_1,Rejected
00031500003369,"B&G New York Deli Style Pickles, 32 fl oz","B&G New York Deli Style Pickles, 32 fl oz",$3.99,32.0,oz,,https://images.cdn.shoprite.com/cell/00031500003369_1,Rejected
00031500002607,"B&G Sandwich Toppers Bread & Butter Pickles, 16 fl oz","B&G Sandwich Toppers Bread & Butter Pickles, 16 fl oz",$2.79,16.0,fl oz,,https://images.cdn.shoprite.com/cell/00031500002607_1,Rejected
00031500003161,"B&G Sandwich Toppers Kosher Dill, 16 fl oz","B&G Sandwich Toppers Kosher Dill, 16 fl oz",$2.79,16.0,oz,,https://images.cdn.shoprite.com/cell/00031500003161_1,Rejected
00031500008296,"B&G Sauerkraut, 14.4 oz","B&G Sauerkraut, 14.4 oz",$1.79,14.0,oz,,https://images.cdn.shoprite.com/cell/00031500008296_1,Ok
00031500008241,"B&G Sauerkraut, 8 oz","B&G Sauerkraut, 8 oz",$1.59,8.0,oz,,https://images.cdn.shoprite.com/cell/00031500008241_1,Ok
00031500006254,"B&G Sun Dried Tomatoes, 7 fl oz","B&G Sun Dried Tomatoes, 7 fl oz",$5.89,7.0,oz,,https://images.cdn.shoprite.com/cell/00031500006254_1,Rejected
00031500003048,"B&G Whole Crunchy Kosher Dills, 32 fl oz","B&G Whole Crunchy Kosher Dills, 32 fl oz",$3.99,32.0,oz,,https://images.cdn.shoprite.com/cell/00031500003048_1,Rejected
00047800330456,"B&M Bacon & Onion Baked Beans, 16 oz","B&M Bacon & Onion Baked Beans, 16 oz",$1.79,16.0,oz,,https://images.cdn.shoprite.com/cell/00047800330456_1,Ok
00047800330487,"B&M Bacon & Onion with Specially Cured Bacon & Savory Spices Baked Beans, 28 oz","B&M Bacon & Onion with Specially Cured Bacon & Savory Spices Baked Beans, 28 oz",$2.49,28.0,oz,,https://images.cdn.shoprite.com/cell/00047800330487_1,Ok
00047800330166,"B&M Boston's Best with Molasses, Brown Sugar, Pork & Spices Baked Beans, 16 oz","B&M Boston's Best with Molasses, Brown Sugar, Pork & Spices Baked Beans, 16 oz",$1.79,16.0,oz,,https://images.cdn.shoprite.com/cell/00047800330166_1,Ok
00047800130285,"B&M Maple Baked Beans, 16 oz","B&M Maple Baked Beans, 16 oz",$1.79,16.0,oz,,https://images.cdn.shoprite.com/cell/00047800130285_1,Ok
00047800330210,"B&M Maple Baked Beans, 28 oz","B&M Maple Baked Beans, 28 oz",$2.49,28.0,oz,,https://images.cdn.shoprite.com/cell/00047800330210_1,Ok
00047800330111,"B&M Original with Molasses, Pork & Spices Baked Beans, 16 oz","B&M Original with Molasses, Pork & Spices Baked Beans, 16 oz",$1.79,16.0,oz,,https://images.cdn.shoprite.com/cell/00047800330111_1,Ok
00047800330449,"B&M Original with Molasses, Pork & Spices Baked Beans, 28 oz","B&M Original with Molasses, Pork & Spices Baked Beans, 28 oz",$2.49,28.0,oz,,https://images.cdn.shoprite.com/cell/00047800330449_1,Ok
00047800330517,"B&M Vegetarian Baked Beans with Molasses & Spices, 28 oz","B&M Vegetarian Baked Beans with Molasses & Spices, 28 oz",$2.49,28.0,oz,,https://images.cdn.shoprite.com/cell/00047800330517_1,Ok
00047800330319,"B&M Vegetarian with Molasses & Spices Baked Beans, 16 oz","B&M Vegetarian with Molasses & Spices Baked Beans, 16 oz",$1.79,16.0,oz,,https://images.cdn.shoprite.com/cell/00047800330319_1,Ok
00074301002001,"Ba-Tampte Garlic Dill Pickles, 32 fl oz","Ba-Tampte Garlic Dill Pickles, 32 fl oz",$5.99,32.0,fl oz,,https://images.cdn.shoprite.com/cell/00074301002001_1,Rejected
00074301001004,"Ba-Tampte Half Sour Pickles, 32 fl oz","Ba-Tampte Half Sour Pickles, 32 fl oz",$5.99,32.0,fl oz,,https://images.cdn.shoprite.com/cell/00074301001004_1,Rejected
00033844002206,Badia Minced Garlic in Olive Oil 8 oz,Badia Minced Garlic in Olive Oil 8 oz,$2.99,8.5,oz,,https://images.cdn.shoprite.com/cell/00033844002206_1,Rejected
00070718001576,"Bar Harbor Skinless, Boneless Smoked Sardine Fillets, 6.7 oz","Bar Harbor Skinless, Boneless Smoked Sardine Fillets, 6.7 oz",$4.69,6.7,oz,,https://images.cdn.shoprite.com/cell/00070718001576_1,Rejected
00035342810031,"Bella Sun Luci Halves California Sun Dried Tomatoes, 3 oz","Bella Sun Luci Halves California Sun Dried Tomatoes, 3 oz",$3.99,3.0,oz,,https://images.cdn.shoprite.com/cell/00035342810031_1,Ok
00035342810055,"Bella Sun Luci Julienne - Cut California Sun Dried Tomatoes with Italian Basil, 3 oz","Bella Sun Luci Julienne - Cut California Sun Dried Tomatoes with Italian Basil, 3 oz",$3.99,3.0,oz,,https://images.cdn.shoprite.com/cell/00035342810055_1,Ok
00035342810048,"Bella Sun Luci Julienne - Cut California Sun Dried Tomatoes, 3 oz","Bella Sun Luci Julienne - Cut California Sun Dried Tomatoes, 3 oz",$3.99,3.0,oz,,https://images.cdn.shoprite.com/cell/00035342810048_1,Ok
00035342770083,"Bella Sun Luci Julienne Cut Sun Dried with Italian Herbs Tomatoes, 8.5 oz","Bella Sun Luci Julienne Cut Sun Dried with Italian Herbs Tomatoes, 8.5 oz",$4.99,8.5,oz,,https://images.cdn.shoprite.com/cell/00035342770083_1,Rejected
00035342700110,"Bella Sun Luci Sun Dried Tomato Halves with Premium Olive Oil, 8.5 oz","Bella Sun Luci Sun Dried Tomato Halves with Premium Olive Oil, 8.5 oz",$4.99,8.5,oz,,https://images.cdn.shoprite.com/cell/00035342700110_1,Rejected
00070796444166,"Bellino Artichoke Hearts in Brine, 8-10 count, 12 oz","Bellino Artichoke Hearts in Brine, 8-10 count, 12 oz",$4.19,12.0,oz,,https://images.cdn.shoprite.com/cell/00070796444166_1,Rejected
00070796210013,"Bellino Garlic & Parsley Anchovies in Olive Oil, 4.25 oz","Bellino Garlic & Parsley Anchovies in Olive Oil, 4.25 oz",$6.29,4.2,oz,,https://images.cdn.shoprite.com/cell/00070796210013_1,Rejected
00070796210228,"Bellino Minced Garlic, 32 fl oz","Bellino Minced Garlic, 32 fl oz",$5.99,32.0,oz,,https://images.cdn.shoprite.com/cell/00070796210228_1,Rejected
00070796210211,"Bellino Minced Garlic, 7.5 fl oz","Bellino Minced Garlic, 7.5 fl oz",$2.49,7.5,oz,,https://images.cdn.shoprite.com/cell/00070796210211_1,Rejected
00070796444098,"Bellino Quartered & Marinated Artichoke Hearts, 6.5 oz","Bellino Quartered & Marinated Artichoke Hearts, 6.5 oz",$3.49,6.0,oz,,https://images.cdn.shoprite.com/cell/00070796444098_1,Rejected
00070796210020,"Bellino Sun Dried Tomatoes in Olive Oil, 7.5 fl oz","Bellino Sun Dried Tomatoes in Olive Oil, 7.5 fl oz",$6.29,7.5,oz,,https://images.cdn.shoprite.com/cell/00070796210020_1,Rejected
00070796210358,"Bellino Vongole Whole Shelled Baby Clams, 7.05 oz","Bellino Vongole Whole Shelled Baby Clams, 7.05 oz",$4.69,3.5,oz,,https://images.cdn.shoprite.com/cell/00070796210358_1,Rejected
00070796210204,"Bellino Whole Peeled Garlic Cloves, 7.75 oz","Bellino Whole Peeled Garlic Cloves, 7.75 oz",$4.29,7.5,oz,,https://images.cdn.shoprite.com/cell/00070796210204_1,Rejected
00016000219953,"Betty Crocker Au Gratin Casserole Potatoes, 4 oz","Betty Crocker Au Gratin Casserole Potatoes, 4 oz",$2.69,4.0,oz,,https://images.cdn.shoprite.com/cell/00016000219953_1,Rejected
00016000222984,"Betty Crocker Au Gratin Casserole Potatoes, 7 oz","Betty Crocker Au Gratin Casserole Potatoes, 7 oz",$4.69,7.0,oz,,https://images.cdn.shoprite.com/cell/00016000222984_1,Rejected
00016000222885,"Betty Crocker Cheddar & Bacon Casserole Potatoes, 4 oz","Betty Crocker Cheddar & Bacon Casserole Potatoes, 4 oz",$2.69,4.0,oz,,https://images.cdn.shoprite.com/cell/00016000222885_1,Rejected
00016000222922,"Betty Crocker Julienne Casserole Potatoes, 4 oz","Betty Crocker Julienne Casserole Potatoes, 4 oz",$2.69,4.0,oz,,https://images.cdn.shoprite.com/cell/00016000222922_1,Rejected
00016000219960,"Betty Crocker Scalloped Casserole Potatoes, 4 oz","Betty Crocker Scalloped Casserole Potatoes, 4 oz",$2.69,4.0,oz,,https://images.cdn.shoprite.com/cell/00016000219960_596,Rejected
00799210980027,"Bionaturae Diced Tomatoes, 28.2 oz","Bionaturae Diced Tomatoes, 28.2 oz",$3.99,28.2,oz,,https://images.cdn.shoprite.com/cell/00799210980027_1,Ok
00799210980034,"Bionaturae Crushed Tomatoes, 28.2 oz","Bionaturae Crushed Tomatoes, 28.2 oz",$3.99,28.2,oz,,https://images.cdn.shoprite.com/cell/00799210980034_1,Ok
00799210968018,"Bionaturae Strained Tomatoes, 24 oz","Bionaturae Strained Tomatoes, 24 oz",$4.49,24.0,oz,,https://images.cdn.shoprite.com/cell/00799210968018_1,Rejected
00799210920016,"Bionaturae Tomato Paste, 7 oz","Bionaturae Tomato Paste, 7 oz",$3.99,7.0,oz,,https://images.cdn.shoprite.com/cell/00799210920016_1,Rejected
00799210980010,"Bionaturæ Whole Peeled Tomatoes, 28.2 oz","Bionaturæ Whole Peeled Tomatoes, 28.2 oz",$3.99,28.2,oz,,https://images.cdn.shoprite.com/cell/00799210980010_1,Ok
00080000005205,"Blue Harbor Fish Co. No Salt Added Wild Albacore Solid White Tuna in Water, 4.6 oz ","Blue Harbor Fish Co. No Salt Added Wild Albacore Solid White Tuna in Water, 4.6 oz ",$3.39,4.6,oz,,https://images.cdn.shoprite.com/cell/00080000005205_1,Ok
00080000005212,"Blue Harbor Fish Co. Wild Albacore Solid White Tuna in Water, 4.6 oz","Blue Harbor Fish Co. Wild Albacore Solid White Tuna in Water, 4.6 oz",$3.39,4.6,oz,,https://images.cdn.shoprite.com/cell/00080000005212_1,Ok
00042421069563,"Boar's Head Sweet Vidalia Onions in Sauce, 9 oz","Boar's Head Sweet Vidalia Onions in Sauce, 9 oz",$5.99,9.0,oz,,https://images.cdn.shoprite.com/cell/00042421069563_1,Rejected
00075900005257,"Bob Evans Farm-Fresh Goodness Garlic Mashed Potatoes, 24 oz","Bob Evans Farm-Fresh Goodness Garlic Mashed Potatoes, 24 oz",$4.99,24.0,oz,,https://images.cdn.shoprite.com/cell/00075900005257_1,Rejected
00075900107586,"Bob Evans Glazed Apples, 14 oz","Bob Evans Glazed Apples, 14 oz",$4.99,14.0,oz,,https://images.cdn.shoprite.com/cell/00075900107586_1,Rejected
00075900005240,"Bob Evans Sour Cream & Chives Mashed Potatoes, 24 oz","Bob Evans Sour Cream & Chives Mashed Potatoes, 24 oz",$4.99,24.0,oz,,https://images.cdn.shoprite.com/cell/00075900005240_1,Rejected
00075900005332,"Bob Evans Tasteful Sides Mashed Sweet Potatoes, 22 oz","Bob Evans Tasteful Sides Mashed Sweet Potatoes, 22 oz",$4.99,22.0,oz,,https://images.cdn.shoprite.com/cell/00075900005332_1,Rejected
00039978114259,"Bob's Red Mill Brown Lentils, 27 oz","Bob's Red Mill Brown Lentils, 27 oz",$5.99,27.0,oz,,https://images.cdn.shoprite.com/cell/00039978114259_1,Rejected
00039978114358,"Bob's Red Mill Red Lentils, 27 oz","Bob's Red Mill Red Lentils, 27 oz",$6.79,27.0,oz,,https://images.cdn.shoprite.com/cell/00039978114358_1,Rejected
00879026031028,"Bono Garlic Stuffed Olives, 5.6 oz","Bono Garlic Stuffed Olives, 5.6 oz",$5.59,5.6,oz,,https://images.cdn.shoprite.com/cell/00879026031028_1,Rejected
00855019000370,"Botticelli Hot & Spicy Italian Antipasto, 18 oz","Botticelli Hot & Spicy Italian Antipasto, 18 oz",$7.99,18.0,oz,,https://images.cdn.shoprite.com/cell/00855019000370_1,Rejected
00855019000486,"Botticelli Minced Garlic in Extra Virgin Olive Oil, 16 oz","Botticelli Minced Garlic in Extra Virgin Olive Oil, 16 oz",$7.49,16.0,oz,,https://images.cdn.shoprite.com/cell/00855019000486_1,Rejected
00041190081592,"Bowl & Basket Apple Berry Banana Fruit Purée Pouches, 3.2 oz, 12 count","Bowl & Basket Apple Berry Banana Fruit Purée Pouches, 3.2 oz, 12 count",$5.20,38.4,oz,,https://images.cdn.shoprite.com/cell/00041190081592_597,Rejected
00041190070527,"Bowl & Basket Apple Cinnamon Fruit Purée Pouches, 3.2 oz, 4 count","Bowl & Basket Apple Cinnamon Fruit Purée Pouches, 3.2 oz, 4 count",$2.49,12.8,oz,,https://images.cdn.shoprite.com/cell/00041190070527_1,Rejected
00041190085439,"Bowl & Basket Bartlett Pear Halves in Pear Juice, 15 oz","Bowl & Basket Bartlett Pear Halves in Pear Juice, 15 oz",$1.99,15.0,oz,,https://images.cdn.shoprite.com/cell/00041190085439_597,Ok
00041190085453,"Bowl & Basket Bartlett Sliced Pears in Pear Juice, 15 oz","Bowl & Basket Bartlett Sliced Pears in Pear Juice, 15 oz",$1.99,15.0,oz,,https://images.cdn.shoprite.com/cell/00041190085453_597,Ok
00041190082681,"Bowl & Basket Black Beans with Seasoning, 20 oz","Dry Black Beans with Onion, Garlic, Chili Pepper & Other Spices Seasoning Packet

Low Fat*
*Black Beans, a Low Fat Food

Cholesterol Free†
†Black Beans, a Cholesterol Food",$2.99,20.0,oz,,https://images.cdn.shoprite.com/cell/00041190082681_597,Rejected
00041190081233,"Bowl & Basket Black Beans, 15 oz","Good Source of Fiber*
*See Nutrition Information for Sodium Content",$0.99,15.0,oz,,https://images.cdn.shoprite.com/cell/00041190081233_597,Ok
00041190082582,"Bowl & Basket Black Beans, Frijoles Negros, 16 oz","Low Fat*
*Black Beans, a Low Fat Food

Cholesterol Free†
†Black Beans, a Cholesterol Free Food

Low Sodium‡
‡Black Beans, a Low Sodium Food

Beans are a Natural Agricultural Product. Despite Use of Modern Cleaning Equipment, It is Not Always Possible to Remove All Foreign Material. Sort and Rinse Beans Before Cooking.",$1.39,16.0,oz,,https://images.cdn.shoprite.com/cell/00041190082582_597,Rejected
00041190082605,"Bowl & Basket Blackeye Peas, Frijoles Carita, 16 oz","Low Fat*
*Blackeye Peas, a Low Fat Food

Cholesterol Free†
†Blackeye Peas, a Cholesterol Free Food

Sodium Free‡
‡Blackeye Peas, a Sodium Free Food",$1.99,16.0,oz,,https://images.cdn.shoprite.com/cell/00041190082605_597,Rejected
00041190082476,"Bowl & Basket Bread & Butter Chips, 24 fl oz","Bowl & Basket Bread & Butter Chips, 24 fl oz",$2.39,24.0,fl oz,,https://images.cdn.shoprite.com/cell/00041190082476_597,Rejected
00041190082490,"Bowl & Basket Bread & Butter Sandwich Slices, 16 fl oz","Bowl & Basket Bread & Butter Sandwich Slices, 16 fl oz",$2.79,16.0,fl oz,,https://images.cdn.shoprite.com/cell/00041190082490_597,Rejected
00041190085309,"Bowl & Basket Cherry Mixed Fruit, 4 oz, 4 count","Bowl & Basket Cherry Mixed Fruit, 4 oz, 4 count",$3.29,16.0,oz,,https://images.cdn.shoprite.com/cell/00041190085309_597,Rejected
00041190081257,"Bowl & Basket Chick Peas, 15 oz","Good Source of Fiber*
*See Nutrition Information for Sodium Content",$0.99,15.0,oz,,https://images.cdn.shoprite.com/cell/00041190081257_597,
00041190082667,"Bowl & Basket Chickpeas, Garbanzos, 16 oz","Low Fat*
*Chickpeas, a Low Fat Food

Cholesterol Free†
†Chickpeas, a Cholesterol Free Food

Low Sodium‡
‡Chickpeas, a Low Sodium Food",$1.79,16.0,oz,,https://images.cdn.shoprite.com/cell/00041190082667_597,Rejected
00041190081356,"Bowl & Basket Chili Beans in Sauce, 15.5 oz","Good Source of Fiber*
*See Nutrition Information for Sodium Content",$0.99,15.5,oz,,https://images.cdn.shoprite.com/cell/00041190081356_597,Ok
00041190082919,"Bowl & Basket Chipotle Peppers in Adobo Sauce, 7 oz","Bowl & Basket Chipotle Peppers in Adobo Sauce, 7 oz",$1.49,7.0,oz,,https://images.cdn.shoprite.com/cell/00041190082919_597,Ok
00041190087440,"Bowl & Basket Chunk Light Tuna in Vegetable Oil, 5 oz","Bowl & Basket Chunk Light Tuna in Vegetable Oil, 5 oz",$0.99,5.0,oz,,https://images.cdn.shoprite.com/cell/00041190087440_597,Ok
00041190087457,"Bowl & Basket Chunk Light Tuna in Water, 5 oz","Bowl & Basket Chunk Light Tuna in Water, 5 oz",$0.99,5.0,oz,,https://images.cdn.shoprite.com/cell/00041190087457_597,Ok
00041190087495,"Bowl & Basket Chunk Light Tuna in Water, 5 oz, 4 count","Bowl & Basket Chunk Light Tuna in Water, 5 oz, 4 count",$4.49,20.0,oz,,https://images.cdn.shoprite.com/cell/00041190087495_597,Rejected
00041190082094,"Bowl & Basket Chunky Apple Sauce, 24 oz","Bowl & Basket Chunky Apple Sauce, 24 oz",$2.99,24.0,oz,,https://images.cdn.shoprite.com/cell/00041190082094_597,Rejected
00041190082117,"Bowl & Basket Cinnamon Apple Sauce, 24 oz","Bowl & Basket Cinnamon Apple Sauce, 24 oz",$2.39,24.0,oz,,https://images.cdn.shoprite.com/cell/00041190082117_597,Rejected
00041190082124,"Bowl & Basket Cinnamon Apple Sauce, 4 oz, 6 count","Bowl & Basket Cinnamon Apple Sauce, 4 oz, 6 count",$2.39,24.0,oz,,https://images.cdn.shoprite.com/cell/00041190082124_597,Rejected
00041190082100,"Bowl & Basket Cinnamon Apple Sauce, 48 oz","Bowl & Basket Cinnamon Apple Sauce, 48 oz",$3.49,48.0,oz,,https://images.cdn.shoprite.com/cell/00041190082100_597,Rejected
00041190089031,"Bowl & Basket Corned Beef Hash, 15 oz","Bowl & Basket Corned Beef Hash, 15 oz",$3.19,15.0,oz,,https://images.cdn.shoprite.com/cell/00041190089031_597,Ok
00041190088706,"Bowl & Basket Corned Beef, 12 oz","Bowl & Basket Corned Beef, 12 oz",$3.59,12.0,oz,,https://images.cdn.shoprite.com/cell/00041190088706_597,Ok
00041190082735,"Bowl & Basket Country Style Baked Beans, 28 oz","Thick, Rich Sauce with Bacon & Extra Brown Sugar",$2.19,28.0,oz,,https://images.cdn.shoprite.com/cell/00041190082735_597,Ok
00041190080786,"Bowl & Basket Crushed Tomatoes, 28 oz","Bowl & Basket Crushed Tomatoes, 28 oz",$1.79,28.0,oz,,https://images.cdn.shoprite.com/cell/00041190080786_597,Ok
00041190080014,"Bowl & Basket Cut Green Asparagus Spears, 14.5 oz","Bowl & Basket Cut Green Asparagus Spears, 14.5 oz",$1.89,14.5,oz,,https://images.cdn.shoprite.com/cell/00041190080014_597,Ok
00041190077762,"Bowl & Basket Cut Green Beans, 14.5 oz","Bowl & Basket Cut Green Beans, 14.5 oz",$0.89,14.5,oz,,https://images.cdn.shoprite.com/cell/00041190077762_597,Ok
00041190077724,"Bowl & Basket Cut Green Beans, no salt added, 14.5 oz","No salt added*
*Not a Sodium Free Food",$0.89,14.5,oz,,https://images.cdn.shoprite.com/cell/00041190077724_597,Ok
00041190077564,"Bowl & Basket Cut Wax Beans, 14.5 oz","Bowl & Basket Cut Wax Beans, 14.5 oz",$0.89,14.5,oz,,https://images.cdn.shoprite.com/cell/00041190077564_597,Ok
00041190081264,"Bowl & Basket Dark Red Kidney Beans, Habichuelas Coloradas, 15 oz","Good Source of Fiber*
*See Nutrition Information for Sodium Content",$0.99,15.0,oz,,https://images.cdn.shoprite.com/cell/00041190081264_597,Ok
00041190081271,"Bowl & Basket Dark Red Kidney Beans, Habichuelas Coloradas, 40 oz","Good Source of Fiber*
*See Nutrition Information for Sodium Content",$2.49,40.0,oz,,https://images.cdn.shoprite.com/cell/00041190081271_597,Ok
00041190077618,"Bowl & Basket Diced Carrots, 14.5 oz","Bowl & Basket Diced Carrots, 14.5 oz",$0.99,14.5,oz,,https://images.cdn.shoprite.com/cell/00041190077618_597,Ok
00041190080953,"Bowl & Basket Diced Tomatoes & Green Chilies, 10 oz","Bowl & Basket Diced Tomatoes & Green Chilies, 10 oz",$1.29,10.0,oz,,https://images.cdn.shoprite.com/cell/00041190080953_597,Ok
00041190080755,"Bowl & Basket Diced Tomatoes with Basil, Garlic & Oregano, 14.5 oz","Bowl & Basket Diced Tomatoes with Basil, Garlic & Oregano, 14.5 oz",$0.99,14.5,oz,,https://images.cdn.shoprite.com/cell/00041190080755_597,Ok
00041190080762,"Bowl & Basket Diced Tomatoes with Roasted Garlic & Onion, 14.5 oz","Bowl & Basket Diced Tomatoes with Roasted Garlic & Onion, 14.5 oz",$0.99,14.5,oz,,https://images.cdn.shoprite.com/cell/00041190080762_597,Ok
